name,avg,var,count,color,rarity,legendary,x,y,freq
storrev_devkarin_lich,1.2377622377622377,0.34506751989269474,1001,Multi,rare,1,-0.04187104297825181,0.06164645189940143,3270
sunblade_angel,5.265727980826842,6.68223465578388,3338,W,uncommon,0,-0.06672324709378476,0.011741569389937838,8702
tamiyo's_epiphany,7.554198134162594,9.027160296593586,9004,U,common,0,0.05219893954889358,0.02952385094288037,24542
tamiyo_collector_of_tales,7.550561797752809,18.056111241365628,3115,Multi,rare,1,-0.03340177556788171,0.004205874081903004,8149
teferi's_time_twist,8.457536205971751,8.867184846936938,5593,U,common,0,0.05048348084325495,0.02969470704650248,16183
teferi_time_raveler,6.843373493975903,17.971306034653402,4565,Multi,rare,1,-0.005927971756915848,0.02017961129695372,11156
tenth_district_legionnaire,6.990732159406858,17.766364524183565,3237,Multi,uncommon,0,-0.002791206974078522,-0.08859403034376152,8202
teyo's_lightshield,7.927514148889856,8.570932131384483,4594,W,common,0,-0.08131529273847832,0.010903794174676667,13526
teyo_the_shieldmage,5.595108695652174,7.570664480938879,2208,W,uncommon,1,-0.0610960868376911,0.019489959540404497,6023
the_elderspell,1.6812169312169312,0.9129276196075138,756,B,rare,0,0.036359464882973924,0.07969887225949375,2375
the_wanderer,6.135774989882639,9.07403783524661,4942,W,uncommon,1,-0.0566276425732146,0.013104818683367724,12777
thunder_drake,7.557110802436157,8.87137774079473,9359,U,common,0,0.05323901073429547,0.02990637545706923,25862
thundering_ceratok,7.349505675576712,8.135077565969253,5462,G,common,0,-0.10752931546750347,-0.02896930890634099,15987
tibalt's_rager,4.59513132607303,5.113467647711822,1561,R,uncommon,0,0.07726817999278476,-0.13823955661233162,4299
tibalt_rakish_instigator,3.6602787456445993,4.066354858421656,1722,R,uncommon,1,0.07346126380093454,-0.12161220303907187,5090
time_wipe,2.1497764530551415,3.8277905610550795,1342,Multi,rare,0,-0.015478269435260778,0.02594518053124858,6017
tithebearer_giant,8.723943207486286,8.922985935464512,6198,B,common,0,0.03470299899514499,0.08847735602767869,19088
toll_of_the_invasion,8.70654138055656,9.337806867008284,5534,B,common,0,0.047410290125498765,0.09018172221965798,16989
tolsimir_friend_to_wolves,1.0045330915684496,0.004512542649281732,1103,Multi,rare,1,-0.12873094590576104,-0.01840532487498875,3624
tomik_distinguished_advokist,4.007503410641201,6.119316140847849,1466,W,rare,1,-0.0649816267512369,0.0029388511750064066,4050
topple_the_statue,11.602003386004515,5.5539293950223945,7088,W,common,0,-0.04280355697633439,0.009053985973214919,22024
totally_lost,8.956800379776881,8.486147085003415,4213,U,common,0,0.05247853322916171,0.029394770537004077,12972
trusted_pegasus,3.7430340557275543,3.9380170864801216,4199,W,common,0,-0.07501489927511266,-0.00036474119219392063,13320
turret_ogre,6.389854065323141,7.315004773699595,2878,R,common,0,0.06321346815702228,-0.15163269622627276,8476
tyrant's_scorn,3.9923986486486487,7.0725773545927675,2368,Multi,uncommon,0,0.07779602146065208,0.09995571972417386,8648
ugin's_conjurant,3.683179096352749,2.1413229363512793,1837,C,uncommon,0,-0.011999291484959658,0.008755060412766835,5437
ugin_the_ineffable,1.0073327222731439,0.007278953457208845,1091,C,rare,1,-0.002687966632841712,0.009743915829699657,3031
unlikely_aid,9.367926638335943,8.471876689764565,4471,B,common,0,0.03654233058680418,0.07884793719437036,14368
vampire_opportunist,8.11737089201878,7.83066851815116,3195,B,common,0,0.045272173463393336,0.10175279244740847,10345
vivien's_arkbow,1.0583333333333333,0.05826388888888888,600,G,rare,1,-0.0929693610012176,-0.01865970885739994,2072
