human_pick	RandomBot	RaredraftBot	ClassicBot	NNetBot
Skymarch_Bloodletter	0.07446808510638298	0.06382978723404255	0.35106382978723405	0.6382978723404256
Skyrider_Patrol	0.144	0.624	0.488	0.608
Skyscanner	0.13513513513513514	0.005405405405405406	0.3621621621621622	0.5459459459459459
Sleep	0.10714285714285714	0.5535714285714286	0.5535714285714286	0.42857142857142855
Smelt	0.425531914893617	0.6666666666666666	0.5390070921985816	0.5106382978723404
Snapping_Drake	0.12631578947368421	0.18947368421052632	0.4473684210526316	0.42105263157894735
Sovereign's_Bite	0.3177083333333333	0.5208333333333334	0.296875	0.4375
Sparktongue_Dragon	0.19298245614035087	0.07017543859649122	0.34210526315789475	0.49122807017543857
Spit_Flame	0.1	1.0	0.95	0.8
Star-Crowned_Stag	0.05504587155963303	0.009174311926605505	0.41284403669724773	0.5504587155963303
Stitcher's_Supplier	0.18604651162790697	0.9069767441860465	0.3023255813953488	0.32558139534883723
Stone_Quarry	0.3	0.25	0.275	0.225
Strangling_Spores	0.0855614973262032	0.03208556149732621	0.3155080213903743	0.5882352941176471
Submerged_Boneyard	0.33962264150943394	0.25471698113207547	0.5283018867924528	0.42452830188679247
Suncleanser	0.21739130434782608	1.0	0.2608695652173913	0.34782608695652173
Supreme_Phantom	0.08695652173913043	1.0	0.21739130434782608	0.30434782608695654
Sure_Strike	0.09195402298850575	0.19540229885057472	0.3793103448275862	0.3563218390804598
Surge_Mare	0.08333333333333333	0.5277777777777778	0.5833333333333334	0.3333333333333333
Suspicious_Bookcase	0.10526315789473684	0.3684210526315789	0.15789473684210525	0.3157894736842105
Swamp_1	0.875	0.9583333333333334	0.8333333333333334	0.8333333333333334
Swamp_2	0.9583333333333334	1.0	0.9166666666666666	0.9166666666666666
Swamp_3	0.9019607843137255	0.9411764705882353	0.8627450980392157	0.8627450980392157
Swamp_4	0.8983050847457628	0.9491525423728814	0.864406779661017	0.864406779661017
Switcheroo	0.1276595744680851	0.5319148936170213	0.2978723404255319	0.46808510638297873
Take_Vengeance	0.06944444444444445	0.027777777777777776	0.2708333333333333	0.5347222222222222
Talons_of_Wildwood	0.2955665024630542	0.43349753694581283	0.5073891625615764	0.4433497536945813
Tectonic_Rift	0.16666666666666666	0.9	0.23333333333333334	0.23333333333333334
Tezzeret_Artifice_Master	0.09090909090909091	1.0	0.9090909090909091	1.0
Thorn_Lieutenant	0.05405405405405406	1.0	0.6756756756756757	0.6756756756756757
Thornhide_Wolves	0.16071428571428573	0.23214285714285715	0.42857142857142855	0.4375
Thud	0.10638297872340426	0.6595744680851063	0.19148936170212766	0.3829787234042553
Timber_Gorge	0.32954545454545453	0.32954545454545453	0.6022727272727273	0.4659090909090909
Titanic_Growth	0.16806722689075632	0.19327731092436976	0.47058823529411764	0.37815126050420167
Tolarian_Scholar	0.3448275862068966	0.5862068965517241	0.5574712643678161	0.4425287356321839
Tormenting_Voice	0.25471698113207547	0.4811320754716981	0.37735849056603776	0.3867924528301887
Totally_Lost	0.12666666666666668	0.24	0.36666666666666664	0.32666666666666666
Tranquil_Expanse	0.3150684931506849	0.3150684931506849	0.4520547945205479	0.4383561643835616
Transmogrifying_Wand	0.03225806451612903	1.0	0.6774193548387096	0.5806451612903226
Trumpet_Blast	0.2184873949579832	0.44537815126050423	0.40336134453781514	0.44537815126050423
Trusty_Packbeast	0.20855614973262032	0.36363636363636365	0.28342245989304815	0.44385026737967914
Two-Headed_Zombie	0.1487603305785124	0.15702479338842976	0.35537190082644626	0.4132231404958678
Uncomfortable_Chill	0.2867647058823529	0.40441176470588236	0.38235294117647056	0.38235294117647056
Vaevictis_Asmadi_the_Dire	0.0	1.0	0.8461538461538461	0.7692307692307693
Valiant_Knight	0.15	1.0	0.85	1.0
Vampire_Neonate	0.13095238095238096	0.16666666666666666	0.4880952380952381	0.42857142857142855
Vampire_Sovereign	0.06976744186046512	0.2558139534883721	0.5813953488372093	0.6511627906976745
Viashino_Pyromancer	0.11004784688995216	0.23923444976076555	0.21052631578947367	0.42105263157894735
Vigilant_Baloth	0.09090909090909091	0.5818181818181818	0.5818181818181818	0.5818181818181818
Vine_Mare	0.08	0.32	0.72	0.62
Vivien's_Invocation	0.0	1.0	0.8888888888888888	0.6666666666666666
Vivien_Reid	0.0	1.0	1.0	0.6666666666666666
Volcanic_Dragon	0.09836065573770492	0.5081967213114754	0.32786885245901637	0.6885245901639344
Volley_Veteran	0.0	0.42857142857142855	0.5714285714285714	0.42857142857142855
Walking_Corpse	0.26104417670682734	0.44176706827309237	0.27710843373493976	0.39357429718875503
Wall_of_Mist	0.2590909090909091	0.45454545454545453	0.4818181818181818	0.35909090909090907
Wall_of_Vines	0.40948275862068967	0.6379310344827587	0.5172413793103449	0.5560344827586207
Windreader_Sphinx	0.125	1.0	0.75	0.625
Woodland_Stream	0.275	0.3625	0.5125	0.4375
