name,avg,var,count,color,rarity,legendary,x,y,freq
goblin_chainwhirler,1.2609699769053118,0.31295702681223975,433,R,rare,0,0.4683894707964945,-0.3466269887551788,1120
goblin_warchief,2.62125748502994,1.9329014127433755,668,R,uncommon,0,0.522618494404332,-0.2908203194346477,1719
haphazard_bombardment,8.577092511013216,15.849783616992372,908,R,rare,0,0.2649967954569125,-0.25687731269847025,2577
jaya_ballard,4.712481426448737,10.050319696906138,1346,R,mythic,1,0.22456442276808683,-0.38458321912555893,3521
jaya's_immolating_inferno,1.0,0.0,287,R,rare,1,0.3262148700744251,-0.4524339949098512,720
keldon_overseer,5.123468426013195,5.2514850482490765,2122,R,common,0,0.5328077976141813,-0.32129913389093173,6385
keldon_raider,6.758274231678487,8.434476454347815,3384,R,common,0,0.511927731674974,-0.32424917548034754,9281
keldon_warcaller,9.341415141019297,10.180318432803903,4042,R,common,0,0.46274778295181856,-0.2866733594053842,11240
orcish_vandal,5.309523809523809,7.5559807256235825,672,R,uncommon,0,0.36582191626539795,-0.36004634741372527,1723
radiating_lightning,7.686703534503486,10.064624839013714,4159,R,common,0,0.37495972487366647,-0.45802588581259207,11883
rampaging_cyclops,5.402877697841727,5.502643311866437,973,R,common,0,0.4993702177720995,-0.34249880321164633,3076
run_amok,7.176348547717843,8.951058866066356,2410,R,common,0,0.49150194579076134,-0.3874156899211842,7185
seismic_shift,10.278571428571428,9.365255102040814,2520,R,common,0,0.48641500457246445,-0.24826651161553193,7524
shivan_fire,2.1696854146806483,1.0360305016080502,2098,R,common,0,0.40207182051836804,-0.4834851792532271,7317
siege-gang_commander,1.0,0.0,711,R,rare,0,0.5281505147004552,-0.2995027257481959,1619
skirk_prospector,11.142456140350877,9.427425546321945,5700,R,common,0,0.49174236040417013,-0.1637384514160689,16819
skizzik,1.2947368421052632,0.2394459833795014,380,R,uncommon,0,0.4958581309156941,-0.3653993236379469,1574
squee_the_immortal,3.8117942283563364,5.637100544860039,1594,R,rare,1,0.41887364474350636,-0.28131130940319227,3773
two-headed_giant,1.1051344743276283,0.10875114328584835,409,R,rare,0,0.45749507033696657,-0.4228354310485473,1195
valduk_keeper_of_the_flame,1.9937282229965156,0.992992023698236,1435,R,uncommon,1,0.32718808830669366,-0.4085014434091376,4001
verix_bladewing,1.0,0.0,519,R,mythic,1,0.5434635012648684,-0.2345043365939165,1313
warcry_phoenix,3.5552922590837284,3.1774324975230166,1266,R,uncommon,0,0.42686205737864286,-0.37069145249017227,3676
warlord's_fury,10.458161582852432,9.130772217914064,4852,R,common,0,0.3160668982152164,-0.3394997141364755,14435
wizard's_lightning,1.2731958762886597,0.2475289616324795,776,R,uncommon,0,0.3108643245575104,-0.5443483212692716,2512
adventurous_impulse,8.787227214377406,9.99195495607581,6232,G,common,0,0.3966186984258749,0.3558752717311015,17772
ancient_animus,4.434503713706955,4.085683227703966,2962,G,common,0,0.5815258146263533,0.2658121634668396,9309
arbor_armament,10.578991455855252,8.226001931406307,5969,G,common,0,0.47009654777042176,0.19746443500807911,18110
baloth_gorger,3.4694800301431803,2.628119021266616,2654,G,common,0,0.6003527834033996,0.24793407802339532,9634
broken_bond,10.408010012515645,8.609184901026158,6392,G,common,0,0.47233211813648496,0.13939575186963718,19229
corrosive_ooze,9.254366245893134,9.139344155678922,5783,G,common,0,0.39506712543674355,0.40912523690442787,16828
elfhame_druid,2.768662232076866,1.787576702616452,1353,G,uncommon,0,0.6029248757539737,0.15848664507003354,4261
fungal_plots,5.680880330123796,7.767947138819883,2181,G,uncommon,0,0.37165102884763557,0.48999268695927606,5786
gaea's_blessing,11.00260126347083,8.962089108567708,2691,G,uncommon,0,0.2812595928330537,0.27126403128065735,8270
gaea's_protector,9.625281658404687,8.775088643066018,4438,G,common,0,0.5304084285082746,0.19002846165874915,13572
gift_of_growth,8.134662129314536,8.509819441020841,4114,G,common,0,0.612608681159013,0.1345237804388262,12356
grow_from_the_ashes,5.100751879699248,5.388345299338572,3990,G,common,0,0.5358861906992629,0.24995726054793924,11832
grunn_the_lonely_king,1.4325153374233128,0.4264274154089352,1304,G,uncommon,1,0.5778030365407795,0.19079602362676276,4501
kamahl's_druidic_vow,4.717492984097287,8.077346006732816,1069,G,rare,1,0.4085373010568896,0.20517549537709917,2880
krosan_druid,8.983499377334994,9.148233333436725,6424,G,common,0,0.4590715749574474,0.3556867922336647,19116
llanowar_elves,2.452644158948312,1.3054210036430556,3347,G,common,0,0.5448113449175375,0.355283991543324,11199
llanowar_envoy,7.956648044692737,9.126612228082768,4475,G,common,0,0.4976421250500052,0.3530838198787318,13166
llanowar_scout,7.347892074198988,9.068347158672427,5930,G,common,0,0.5199899664223003,0.31612837432322216,16724
mammoth_spider,8.19688350234974,8.334721922366956,4043,G,common,0,0.4999570748812282,0.39174779336278553,12345
marwyn_the_nurturer,1.581094527363184,0.6613341253929357,1005,G,rare,1,0.5678180815857311,0.11420757574154428,2661
the_mending_of_dominaria,8.034586466165413,17.236397761320596,2660,G,rare,0,0.288130851188415,0.176543946993595,7743
multani_yavimaya's_avatar,1.0,0.0,518,G,mythic,1,0.36127028507816483,0.37562425532122623,1462
nature's_spiral,6.039585296889727,7.219922165438861,1061,G,uncommon,0,0.44078649129956343,0.321298875952578,3128
pierce_the_sky,10.994265630780614,6.787425496587903,5406,G,common,0,0.5176480044566795,0.11078404411579881,17234
primordial_wurm,10.824748302505268,8.32388763859171,8542,G,common,0,0.4077168681214207,0.15360470665981377,26161
saproling_migration,5.050894854586129,5.201921272315061,5364,G,common,0,0.45183286481236207,0.46115827777200086,15846
song_of_freyalise,2.753191489361702,1.90787988531764,1410,G,uncommon,0,0.45456868744767687,0.4021057912891354,4830
spore_swarm,4.97128677773839,6.244124150654665,2821,G,uncommon,0,0.4015981346219676,0.4847136972867618,7532
sporecrown_thallid,3.966304754773493,5.0426684492435845,2671,G,uncommon,0,0.37748191255225133,0.517559594881094,6911
steel_leaf_champion,1.0,0.0,651,G,rare,0,0.5917859659909924,0.21759426596701575,1628
sylvan_awakening,3.491395793499044,4.947822717152477,1046,G,rare,0,0.4214513630671523,0.26762277639827126,2885
territorial_allosaurus,1.0,0.0,721,G,rare,0,0.6093940981927893,0.10449731118196563,1983
thorn_elemental,2.6323713927227104,1.5147864718541455,797,G,uncommon,0,0.5499417138271077,0.2827302546519578,2997
untamed_kavu,1.3774038461538463,0.30948941383136097,832,G,uncommon,0,0.618744577617471,0.18592103409746324,2969
verdant_force,2.030075187969925,1.5272909717903782,1064,G,rare,0,0.39955639030216183,0.44420549591993197,2971
wild_onslaught,2.6924398625429555,1.443207449132627,582,G,uncommon,0,0.5616782448115868,0.32157290552746964,2520
yavimaya_sapherd,3.972735534686459,3.2782630106397397,3301,G,common,0,0.4649551161850508,0.4551966603757418,11356
adeliz_the_cinder_wind,4.1274543575611435,10.360606919635678,2903,Multi,uncommon,1,0.16848226667850377,-0.599517197026014,10200
arvad_the_cursed,3.1813834874083518,4.438569587397081,3137,Multi,uncommon,1,-0.43322136319542565,0.449354356770811,10014
aryel_knight_of_windgrace,1.0,0.0,1347,Multi,rare,1,-0.4667117128524791,0.45165745328318496,2994
darigaaz_reincarnated,1.0930787589498807,0.09396164296170562,419,Multi,mythic,1,0.33690300227128467,0.20188854335714873,1584
garna_the_bloodflame,2.872773536895674,3.20518747288749,1179,Multi,uncommon,1,0.3594826253901837,-0.06040419533425766,4614
grand_warlord_radha,1.0943627450980393,0.12712508410226833,816,Multi,rare,1,0.6077558282709888,-0.0669586335708348,2341
hallar_the_firefletcher,3.762253779202932,6.977375039581457,2183,Multi,uncommon,1,0.5990232652334132,-0.054803518137216525,6917
jhoira_weatherlight_captain,4.904411764705882,14.91733347750865,1632,Multi,mythic,1,0.10999830668536198,-0.5294807259642974,4208
jodah_archmage_eternal,1.9490616621983914,1.3727404063854407,373,Multi,rare,1,0.02820281308559959,-0.3173111899759711,3392
muldrotha_the_gravetide,1.367504835589942,0.49936959620485694,1034,Multi,mythic,1,0.2110132266173861,0.3349144567818457,6040
oath_of_teferi,11.056734089787863,13.423026926331719,2027,Multi,rare,1,-0.25592762581831696,-0.18119053927856704,5949
primevals'_glorious_rebirth,8.331279620853081,18.693571348352467,2110,Multi,rare,1,-0.34976563462569354,0.3903195612061035,4706
raff_capashen_ship's_mage,3.2574799831437,5.855743670585419,2373,Multi,uncommon,1,-0.5356006337364104,-0.3460843586595414,10281
rona_disciple_of_gix,8.062533838657282,16.848011554756408,3694,Multi,uncommon,1,-0.173380708989769,0.20340527055868945,11403
shanna_sisay's_legacy,6.653928190543903,14.504656627619795,5626,Multi,uncommon,1,0.166720036460887,0.26374959475850396,14286
slimefoot_the_stowaway,3.4002777777777777,5.2683888117283955,3600,Multi,uncommon,1,0.28618899993999186,0.5501695665537382,12003
tatyova_benthic_druid,3.50557477893118,7.097335319379276,2601,Multi,uncommon,1,0.4204222714351669,0.029687477645225443,10641
teferi_hero_of_dominaria,1.0994575045207957,0.14019862070769665,553,Multi,mythic,1,-0.5167490425542638,-0.36919780413133446,2269
tiana_ship's_caretaker,6.45589770354906,14.655675029201406,3832,Multi,uncommon,1,0.12611483213472308,-0.2584622593856929,10526
aesthir_glider,9.347343378271214,7.2890274387923935,6305,C,common,0,-0.27887814381232673,-0.029159966240546897,22581
